geo_h3_10,city,Автозапчасти для иномарок,Авторемонт и техобслуживание (СТО),Алкогольные напитки,Аптеки,Банки,Быстрое питание,Доставка готовых блюд,Женская одежда,Кафе,Косметика / Парфюмерия,Ногтевые студии,Овощи / Фрукты,Парикмахерские,Платёжные терминалы,Постаматы,Продуктовые магазины,Пункты выдачи интернет-заказов,Рестораны,Страхование,Супермаркеты,Цветы,Шиномонтаж,lat,lon
8a110615ad97fff,Санкт-Петербург,,4.0,,,,,,,,,,,,,,,,,,,,,59.87016655553954,30.27904025159537
8a110615b007fff,Санкт-Петербург,,,,,,3.0,,,,,,,,,,,,,,2.0,,,59.89819805681314,30.31160722565703
8a110615b02ffff,Санкт-Петербург,,,,,,1.0,2.0,,,2.0,,2.0,4.0,,,,2.0,,,,1.0,,59.899316197115695,30.311244357208324
8a110615b067fff,Санкт-Петербург,,2.0,2.0,4.0,,3.0,,,,,1.0,,2.0,,,1.0,,,,,,,59.90121550903696,30.312440860982413
8a110615b08ffff,Санкт-Петербург,,,,,,,,,,,,,,,,,,,1.0,,,1.0,59.896405855338806,30.31581421704673
8a110615b097fff,Санкт-Петербург,,,,,,,,,,,,,,,,,,,1.0,,,,59.89450653833902,30.31461765827517
8a110615b09ffff,Санкт-Петербург,,,,,,,,2.0,,,,,,,,,,,,,,,59.8952876629325,30.316176925915613
8a110615b0affff,Санкт-Петербург,,,,,,,,,,,,,,,,,,,,,,1.0,59.89674289847669,30.313892146306447
8a110615b0b7fff,Санкт-Петербург,,,,,,,,,,,,,,,,1.0,2.0,,,,,,59.89484358104676,30.31269570029356
8a110615b0d7fff,Санкт-Петербург,,3.0,,,,,,,,,,,,,,,,,,,,,59.897186978124914,30.317373611898457
8a110615b0effff,Санкт-Петербург,,,,,,,,,1.0,2.0,,,,,1.0,,,,,,,,59.89942335104189,30.316648201292956
8a110615b10ffff,Санкт-Петербург,,,,,,,,,,,1.0,,,,,,,,,,,,59.89887193803116,30.307762951946817
8a110615b117fff,Санкт-Петербург,,,,,,,,,,,,,,,,1.0,,,,,,,59.89697262069999,30.306566829809267
8a110615b11ffff,Санкт-Петербург,,,,2.0,,,,,,,,,,,,,1.0,,,2.0,,,59.89775382240644,30.308125914622803
8a110615b147fff,Санкт-Петербург,,,,,,,,,,,,1.0,,,,,2.0,,,,,,59.90077125218418,30.30895921571097
8a110615b14ffff,Санкт-Петербург,,,1.0,2.0,,3.0,,,,,,1.0,2.0,,2.0,,,,,,1.0,,59.90155245028616,30.310518554944625
8a110615b157fff,Санкт-Петербург,,,,,,,,,,,1.0,,,,,,,,,,,,59.89965313793753,30.309322163961525
8a110615b15ffff,Санкт-Петербург,,,1.0,,,,,,,,,,2.0,1.0,,,,,,2.0,,,59.90043432827366,30.310881466971505
8a110615b167fff,Санкт-Петербург,,,,,,,,,,,,,3.0,,,1.0,,,,,,,59.90110814184563,30.307036961214195
8a110615b16ffff,Санкт-Петербург,,,,,,,,,,,,,,,,,,,,2.0,,,59.90188935728485,30.308596245666934
8a110615b177fff,Санкт-Петербург,,,1.0,,,,,,,,1.0,,,,,,1.0,,,2.0,1.0,,59.89999004451117,30.30739996747794
8a110615b19ffff,Санкт-Петербург,,3.0,,,,,,,,,,,,,,,,,,,,,59.89518058950905,30.31077373906837
8a110615b207fff,Санкт-Петербург,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,59.90366601229842,30.32252438766625
8a110615b20ffff,Санкт-Петербург,,,1.0,2.0,,1.0,,,,2.0,,1.0,2.0,1.0,1.0,,1.0,,,2.0,,,59.904447110460985,30.32408434631277
8a110615b217fff,Санкт-Петербург,,,1.0,4.0,,2.0,,,3.0,,3.0,1.0,,,,,1.0,,,,,,59.90254780850355,30.322886980641798
8a110615b21ffff,Санкт-Петербург,,,1.0,,,,,,,,,,,1.0,,,,,,2.0,2.0,,59.903328898904974,30.324446903025787
8a110615b227fff,Санкт-Петербург,,,,,,,,,3.0,,,,4.0,,,,,2.0,,2.0,,,59.90400309143397,30.320601869039063
8a110615b237fff,Санкт-Петербург,,,,,,,,,,,,,,,,,,1.0,,,,,59.90288490454701,30.32096452004948
8a110615b247fff,Санкт-Петербург,1.0,,,,,,,,,,,,,,,,,,,,,,59.90634640920142,30.32528185377615
8a110615b257fff,Санкт-Петербург,,,,,,,,,,,,,,1.0,,,1.0,,,2.0,,,59.905228199032216,30.325644395994697
8a110615b267fff,Санкт-Петербург,,,,,,2.0,,,,,,,,,,,1.0,,1.0,,,,59.90668350613169,30.323359167560177
8a110615b277fff,Санкт-Петербург,,,1.0,,,2.0,,,,,,,2.0,,,1.0,,,,,,,59.90556531287018,30.323721767824864
8a110615b287fff,Санкт-Петербург,,,,,,,,,,,,,,,,,1.0,,,,,,59.90109244835608,30.325171951134926
8a110615b297fff,Санкт-Петербург,,,1.0,,,,,,,,,,,,,,,,,,,,59.899974209364935,30.32553444253492
8a110615b2a7fff,Санкт-Петербург,,,,,,,,,,,,,2.0,,,,,,,,,,59.901429595563165,30.32324955184298
8a110615b2affff,Санкт-Петербург,,,,,,,,,1.0,,,,,,,1.0,,,,,,,59.90221067820304,30.32480943796588
8a110615b2b7fff,Санкт-Петербург,1.0,,,,,,,,,,,,,,,,,,,,,,59.9003113734781,30.32361210127176
8a110615b2d7fff,Санкт-Петербург,,,,,,,,,,,,2.0,,,,,1.0,,,,,,59.90265456934218,30.328291923924684
8a110615b2effff,Санкт-Петербург,,,,,,,,1.0,,,,,,,,,,,,,,,59.90489105093353,30.327567020889493
8a110615b2f7fff,Санкт-Петербург,,,,,,,,,,,,,,,,,1.0,,,,,,59.902991751253104,30.326369415113383
8a110615b307fff,Санкт-Петербург,,,,2.0,,,,,,,,,2.0,1.0,,,1.0,,,,,,59.90355899386509,30.31711958907736
8a110615b30ffff,Санкт-Петербург,,,,,1.0,1.0,,2.0,,,,,,,,,,,1.0,2.0,,,59.90434013631221,30.3186793471486
8a110615b317fff,Санкт-Петербург,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,59.902440831649486,30.317482334371206
8a110615b31ffff,Санкт-Петербург,,,,,2.0,3.0,,,,,,,,1.0,1.0,,,,1.0,,,,59.903221966334,30.319042056193236
8a110615b327fff,Санкт-Петербург,,,,,,,,,,,,1.0,2.0,,,,,,,,,,59.9038959871409,30.315197118706205
8a110615b32ffff,Санкт-Петербург,,,,,,,,,,,1.0,,2.0,,1.0,,,,,,,,59.90467714693372,30.31675682199911
8a110615b337fff,Санкт-Петербург,,,,,,,,,,,,,,,,,,,,2.0,,1.0,59.9027778418352,30.3155599220297
8a110615b347fff,Санкт-Петербург,,,,,1.0,,,,,,,,3.0,,,,,,,,,1.0,59.906239437766295,30.319876501677395
8a110615b367fff,Санкт-Петербург,,,,2.0,,2.0,,,,,,,,4.0,,,,,,2.0,1.0,,59.90657644882561,30.31795386370839
8a110615b36ffff,Санкт-Петербург,,,,,,1.0,,2.0,,1.0,1.0,,,,,,2.0,,,,,,59.90735759720992,30.319513785322293
8a110615b377fff,Санкт-Петербург,,,1.0,4.0,,2.0,,,,,,,,,,,,,,,2.0,1.0,59.90545829714304,30.31831661632096
8a110615b387fff,Санкт-Петербург,,,,,,,,,,,,,2.0,,,,,,,,,,59.900985598938895,30.31976740894125
8a110615b38ffff,Санкт-Петербург,,,,,,,,,,,4.0,,4.0,1.0,,,,,,2.0,,,59.90176670851403,30.321327149282155
8a110615b39ffff,Санкт-Петербург,,,,,,,,,,,,,,,1.0,,,,,,,,59.9006485033359,30.32168975673908
8a110615b3a7fff,Санкт-Петербург,,,,,,,,1.0,,,,,,,,,,,,,,,59.9013226602877,30.317845057882572
8a110615b3affff,Санкт-Петербург,,,,,1.0,,,,,,,,,,,,,,,3.0,,,59.902103787209285,30.319404743456808
8a110615b40ffff,Санкт-Петербург,,,,,,,1.0,,,,,,,,,,,,,,,,59.89115192958019,30.31570576290523
8a110615b42ffff,Санкт-Петербург,,,1.0,,,,,,,,,,,,,,,,,,,,59.89148902301061,30.31378397890654
8a110615b447fff,Санкт-Петербург,,,,,2.0,,,,,,,,,,,,,,,,,,59.89305125069785,30.316902278328435
8a110615b44ffff,Санкт-Петербург,,,,,1.0,,,,,,,,,,,,,2.0,,,,,59.89383235018482,30.318461564490335
8a110615b457fff,Санкт-Петербург,,3.0,,2.0,,3.0,,,,,1.0,,,2.0,,,,,2.0,,1.0,1.0,59.89193303087122,30.3172649218762
8a110615b45ffff,Санкт-Петербург,,,,,,,,,,,,,,1.0,,,,,,2.0,,,59.89271412259109,30.31882417181099
8a110615b467fff,Санкт-Петербург,,2.0,,,,,,,,,,,,,,,,,,,,,59.89338834455884,30.314980381593003
8a110615b487fff,Санкт-Петербург,,,,,,,,,,,,,,1.0,,,,,,,,,59.887797238579694,30.316793671593885
8a110615b48ffff,Санкт-Петербург,,,,,1.0,,,,,,,,,,,,,,,4.0,1.0,,59.888578316564754,30.31835272190817
8a110615b4a7fff,Санкт-Петербург,,,2.0,2.0,,,,,,,2.0,1.0,,1.0,1.0,,,,,,1.0,,59.88813438272838,30.31487206154801
8a110615b4affff,Санкт-Петербург,,,,,,5.0,,,,,,,,1.0,,,1.0,,,2.0,,,59.8889154780497,30.31643105713238
8a110615b4c7fff,Санкт-Петербург,,,,2.0,,3.0,,1.0,2.0,,1.0,,,2.0,,1.0,,,,2.0,,,59.89047763998824,30.319549321148944
8a110615b4d7fff,Санкт-Петербург,,,,,,,,2.0,2.0,,,,1.0,1.0,1.0,,2.0,,,2.0,,,59.8893593849809,30.31991186317013
8a110615b4e7fff,Санкт-Петербург,,,,,,1.0,,,,1.0,,,,1.0,,1.0,,,1.0,,,,59.89081480190625,30.317627543654154
8a110615b4effff,Санкт-Петербург,,,,,,1.0,,,,,,,,,,2.0,,,,,,,59.891595885858585,30.31918675736322
8a110615b4f7fff,Санкт-Петербург,,,,2.0,,,,,,,1.0,,,,,,,,,,,,59.88969656380383,30.317990143664133
8a110615b527fff,Санкт-Петербург,,1.0,,,,,,,,,,,,,,,,,,,,,59.89060077185835,30.306822684574428
8a110615b537fff,Санкт-Петербург,,,,,,,,,1.0,,,,,,,,,,,,,,59.889482616924695,30.307185588934345
8a110615b58ffff,Санкт-Петербург,,,,2.0,,,,,,,,,,,,,,,,,,,59.88847149263668,30.31295044825482
8a110615b59ffff,Санкт-Петербург,,,,,,,1.0,,2.0,,1.0,1.0,7.0,,1.0,,2.0,,,2.0,,,59.88735327784237,30.313313156905405
8a110615b5affff,Санкт-Петербург,,2.0,,,,,,,,,,,,,,,,,,,,,59.888808568305095,30.311028831718577
8a110615b687fff,Санкт-Петербург,,,,,,,,,,,,,,,,,,,3.0,,,,59.89326458343953,30.32770893389242
8a110615b68ffff,Санкт-Петербург,,,,,,,,,,1.0,,,,,,,,,,,,,59.89404559438936,30.329268620958945
8a110615b697fff,Санкт-Петербург,,,,,,1.0,,2.0,,,,,,,,1.0,,,,,,,59.892146280463706,30.328071272962934
8a110615b69ffff,Санкт-Петербург,,3.0,,,,1.0,1.0,,1.0,,,,2.0,,,1.0,,,,,,1.0,59.89292728364928,30.32963092377575
8a110615b6a7fff,Санкт-Петербург,,,,,,,,1.0,2.0,,,,,,,1.0,,,1.0,,,,59.89360184897891,30.32578694073156
8a110615b6d7fff,Санкт-Петербург,,4.0,,,,,,,,,,,,,,,,,,,,,59.894826595752725,30.330828399012702
8a110615b6dffff,Санкт-Петербург,,,,,,,,,,,,,,,,,,,,,,1.0,59.895607587527095,30.332388268059308
8a110615b6f7fff,Санкт-Петербург,,,,,,,4.0,,1.0,,,,,,,,,,,,,2.0,59.89516389599101,30.32890629638801
8a110615b727fff,Санкт-Петербург,,3.0,,,,,1.0,,2.0,,,,,,,,,,,,,1.0,59.89606877795262,30.31773628453602
8a110615b737fff,Санкт-Петербург,,,,,,,,,1.0,,,,,,,,,,,,,,59.894950568638976,30.318098935399316
8a110615b79ffff,Санкт-Петербург,,,,2.0,,,,,,,,,2.0,1.0,1.0,,,,,,1.0,,59.89282081109828,30.32422739937809
8a110615b7a7fff,Санкт-Петербург,,,,,3.0,,,,,,,,,2.0,,,,,,,,,59.89349520473727,30.320383512715225
8a110615b7b7fff,Санкт-Петербург,,,,,,,,,1.0,,,,,,,,,,,,,,59.89237696023799,30.320746062036395
8a110615b817fff,Санкт-Петербург,,4.0,,,,,,,,,,,,,,,,,,,,,59.8994380107107,30.29851546386651
8a110615b81ffff,Санкт-Петербург,1.0,2.0,,,,,,,,,,,,,,,,,,,,,59.90021928950991,30.30007436576376
8a110615b82ffff,Санкт-Петербург,,,,,,,,,,,,2.0,,,,,,,,,,,59.90167406367589,30.297788936659064
8a110615b847fff,Санкт-Петербург,1.0,,,,,,,,,,,,,1.0,,,,,,,,,59.90323664278627,30.300906976243866
8a110615b84ffff,Санкт-Петербург,,,,,,,,,1.0,,,,,,,,,,,,,,59.90401791799565,30.30246613254087
8a110615b867fff,Санкт-Петербург,,1.0,,,,,,,,,,,,,,,,,1.0,,,,59.903573378541154,30.2989846508316
8a110615b8affff,Санкт-Петербург,,,,,,,,,1.0,,,,,,,,1.0,,,,,,59.89910124153837,30.300437560459315
8a110615b8e7fff,Санкт-Петербург,,2.0,,,,,,,,,,,,,,,,,,,,1.0,59.90100055874836,30.301633358649497
8a110615b90ffff,Санкт-Петербург,,5.0,,,,,,,,,,,,,,,,,,,,,59.90122944354952,30.29430789234513
8a110615b927fff,Санкт-Петербург,,,,,,3.0,,,,,,,,,,,,,,,,,59.90078474497481,30.290827045417128
8a110615b92ffff,Санкт-Петербург,,4.0,,,,,,,,,,,,,,,,,1.0,,,,59.90156609307638,30.29238572812741
8a110615b937fff,Санкт-Петербург,,,,,,,,1.0,1.0,,,,,,,,,,,,,,59.89966677244041,30.29119050830204
8a110615ba17fff,Санкт-Петербург,,,,,,,,,,,,,,,,1.0,1.0,,,,,,59.90490676144216,30.30942968810424
8a110615ba1ffff,Санкт-Петербург,,,,,,,,,,,,,2.0,,,,,,,,,,59.90568797326368,30.31098922703997
8a110615ba27fff,Санкт-Петербург,,,,,,4.0,,,,,,,,,,,,,,,,,59.90636168621059,30.307144147518148
8a110615ba4ffff,Санкт-Петербург,,,,,,,,,,,,,2.0,,,,,,,,,,59.90948657643952,30.31338277523374
8a110615ba57fff,Санкт-Петербург,,,1.0,,,,,,1.0,,2.0,,,,2.0,,,,,2.0,1.0,,59.90758727645537,30.312185930272197
8a110615ba5ffff,Санкт-Петербург,,,,,,,,1.0,,,2.0,,3.0,,,,,,,,,,59.90836847688005,30.313745687515336
8a110615ba67fff,Санкт-Петербург,,,,,,,,,,,,,2.0,,,1.0,,,,,,,59.90904222536867,30.309900272727788
8a110615ba87fff,Санкт-Петербург,,,1.0,,,,,,,,2.0,,,,,,,,,,1.0,,59.90345175944551,30.311715087596227
8a110615ba8ffff,Санкт-Петербург,,,,2.0,,,,,,,,,,1.0,,,1.0,,,2.0,1.0,,59.904232946161954,30.31327464508412
8a110615ba97fff,Санкт-Петербург,,,,,,2.0,,,,,,,,,,,,,,,,,59.90233363881461,30.31207798518461
8a110615baaffff,Санкт-Петербург,,,,,,,,,,,1.0,,,,,,1.0,,,,1.0,,59.904569870928846,30.31135216821531
8a110615bab7fff,Санкт-Петербург,,,1.0,,,,,,,,,,,,,,,,,,,,59.90267056315233,30.31015562112576
8a110615bad7fff,Санкт-Петербург,,,1.0,,,,,,,,3.0,,,,1.0,1.0,,,,7.0,,,59.90501412329912,30.31483429359496
8a110615badffff,Санкт-Петербург,,,,,,,,,,,,,,,,,1.0,2.0,,,,,59.9057952908545,30.31639403313453
8a110615bae7fff,Санкт-Петербург,,,,,,,,,,,,,3.0,,1.0,,,,,2.0,,,59.906469175507006,30.31254885700381
8a110615baeffff,Санкт-Петербург,,,,,,,,,,,,,,,1.0,,,,,,,,59.90725036816955,30.31410857800147
8a110615baf7fff,Санкт-Петербург,,,1.0,2.0,,,,,,,2.0,,,1.0,,,,,,,,,59.90535106540891,30.31291176194045
8a110615bb47fff,Санкт-Петербург,,,,,,1.0,,,,,,,,,,,,,,,,,59.90859779577498,30.306417967632925
8a110615bb4ffff,Санкт-Петербург,,,1.0,2.0,,,,,,,,,,,,,,,,,,,59.909379048227294,30.307977560472093
8a110615bb97fff,Санкт-Петербург,,,,,,,,,,,,,2.0,,,,,,,,,,59.90222623003367,30.306673933153697
8a110615bba7fff,Санкт-Петербург,,,,,,,,,,,,,,,,,1.0,,,,,,59.90368113065982,30.30438850953084
8a110615bbb7fff,Санкт-Петербург,,,,,,1.0,,,,,,,,,,,,,,,,,59.90256306853311,30.30475161740924
8a110615bc1ffff,Санкт-Петербург,,,,,,,,,,,,,,,,,,,,,,1.0,59.89239276167861,30.302616270809114
8a110615bc37fff,Санкт-Петербург,2.0,,,,,,,,,,,,,,,,,,,,,,59.89194839060056,30.29913592837208
8a110615bc47fff,Санкт-Петербург,,3.0,,,,,,,,,,,,,,,,,,,,1.0,59.895410188595896,30.303448933112232
8a110615bc4ffff,Санкт-Петербург,,,,,,,,,,,,,,,,,,,,,,1.0,59.89619140942898,30.305007835974287
8a110615bc6ffff,Санкт-Петербург,,1.0,,,,,,,,,,,,,,,,,,,,,59.8965282809152,30.303085861817824
8a110615bc77fff,Санкт-Петербург,,,,,,,,,,,,,,,,1.0,,,,,,2.0,59.89462895820324,30.30189012121745
8a110615bca7fff,Санкт-Петербург,,,,,,,,,1.0,,,,,,,,,,,,,,59.89049343306971,30.30142070054329
8a110615bcaffff,Санкт-Петербург,,,,,,,,,,,,,,,,,,,,,,3.0,59.89127464970508,30.302979312914903
8a110615bd8ffff,Санкт-Петербург,,,,,,,,,,,,2.0,,,,,,,,,,,59.89083030331117,30.29949906463956
8a110615c22ffff,Санкт-Петербург,,,,,,,,,,,,,,,,,,,,,,1.0,59.90326572413976,30.246519525126576
8a110615c297fff,Санкт-Петербург,,1.0,,,,,,,,,,,,,,,,,,,,,59.89845925807719,30.24990003760941
8a110615c29ffff,Санкт-Петербург,1.0,,,,,,,,,,,,,,,,,,,,,,59.89924093420693,30.251457134104
8a110615c357fff,Санкт-Петербург,,5.0,,,,,,,,,,,,,,,,,,,,,59.903601585187765,30.24459762701045
8a110615c377fff,Санкт-Петербург,,3.0,,,,,,,,,,,,,,,,,,,,,59.90393741201364,30.24267572580422
8a110615c607fff,Санкт-Петербург,,2.0,,,,,,,,,,,,,,,,,,,,,59.89432457160413,30.249436873592195
8a110615c617fff,Санкт-Петербург,,2.0,,,,,,,,,,,,,,,,,,,,,59.89320688635935,30.249801443687627
8a110615c637fff,Санкт-Петербург,,,,,,,,,,,,,,,,,,,,,,1.0,59.893542899820496,30.24788006713639
8a110615c647fff,Санкт-Петербург,,3.0,,,,,,,,,,,,,,,,,,,,,59.89700557833351,30.252186239393595
8a110615c657fff,Санкт-Петербург,,,,,,,,,,,,,,1.0,,1.0,,,,,,,59.89588788667102,30.252550759224533
8a110615c927fff,Санкт-Петербург,,,,,,,,,,,,,,1.0,,1.0,,,,,,,59.89924989429752,30.21521619563241
8a110615c96ffff,Санкт-Петербург,,4.0,,,1.0,,,,,,,,,,,,,,,2.0,,,59.90271316572484,30.21951858434832
8a110615ca77fff,Санкт-Петербург,,1.0,,,,,,,,,,,,,,,,,,,,,59.906397878347285,30.234622975314352
8a110615cadffff,Санкт-Петербург,,,,,,,,,,,,,,,,,,,,,,1.0,59.90427320461797,30.24075382151225
8a110615d097fff,Санкт-Петербург,,,,,,,,,1.0,,,,,,,,,,,,,,59.91175457515696,30.25825058125131
8a110615d09ffff,Санкт-Петербург,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,59.91253623911618,30.259808567225125
8a110615d467fff,Санкт-Петербург,,,,,,,,,1.0,,,,,,,,,,,,,,59.91063691921762,30.25861508140297
8a110615d4cffff,Санкт-Петербург,,,,,,,,,,,,,,1.0,1.0,,,,,4.0,,,59.9085110505481,30.264746552275447
8a110615d4d7fff,Санкт-Петербург,,,,,,,,,,,,,,,,1.0,,,,,,,59.90661172723719,30.26355288345377
8a110615d4e7fff,Санкт-Петербург,3.0,,,,,,,,,,,,,,,,,,,,,,59.90806552930599,30.261266292061094
8a110615d4effff,Санкт-Петербург,,2.0,,,,,,,,,,,,,,,,,1.0,,,,59.908847152640014,30.2628242245388
8a110615d4f7fff,Санкт-Петербург,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,1.0,59.90694782895798,30.26163066857745
8a110615d517fff,Санкт-Петербург,,2.0,,,,,,,,,,,,,,,,,,,,,59.90639256525042,30.25274881463394
8a110615d52ffff,Санкт-Петербург,,,,,,,,,,,,,,,,,1.0,,,,,,59.90862782407903,30.25201954734054
8a110615d537fff,Санкт-Петербург,,,,,,,,,,,,,,,,,,,,2.0,,,59.9067284954543,30.250826697017622
8a110615d54ffff,Санкт-Петербург,,,1.0,,,,,,,,,,,2.0,,1.0,,,,,,,59.91097290167113,30.25669268628162
8a110615d557fff,Санкт-Петербург,,,,2.0,,,2.0,,,,,,,1.0,1.0,,1.0,,,2.0,,,59.909073578272434,30.255499454692306
8a110615d567fff,Санкт-Петербург,,,,,,,,,1.0,,,,,,,,,,,,,,59.91052714958282,30.25321253895435
8a110615d5b7fff,Санкт-Петербург,,2.0,,,,,,,,,,,,,,,,,,,,,59.90415726979329,30.25347799438332
8a110615d61ffff,Санкт-Петербург,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,59.91275512633007,30.270615251949643
8a110615d637fff,Санкт-Петербург,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,59.912309687744745,30.267134314096456
8a110615d657fff,Санкт-Петербург,,2.0,,,,,,,,,,,,,,,,,,,,,59.91465443805208,30.271809585068137
8a110615d65ffff,Санкт-Петербург,2.0,,,,,,2.0,,,,,,,,,,,,,,,,59.91543600240238,30.27336819078444
8a110615d6a7fff,Санкт-Петербург,,,,,,,3.0,,,,,,,,,,,,,,,,59.910855811448805,30.26942106029328
8a110615d6affff,Санкт-Петербург,1.0,,,,,,,,,,,,,,,,,,,,,,59.91163737934315,30.27097941164744
8a110615d6b7fff,Санкт-Петербург,,,,,,,1.0,,,,,,,,,,,,,,,,59.909738063074805,30.2697852342748
8a110615d6c7fff,Санкт-Петербург,,,,,,,,,,,,,,,,1.0,,,,,1.0,,59.91320048650808,30.27409638741211
8a110615d6cffff,Санкт-Петербург,,3.0,,,,,,,,,,,,,,,,,,,,,59.913982025773656,30.27565501183398
8a110615d6d7fff,Санкт-Петербург,,,,,,,,,,,,,,,,,,1.0,1.0,,,,59.91208271482122,30.274460452932107
8a110615d6dffff,Санкт-Петербург,,,,,,,,,,,,,,,,,1.0,,,,,,59.9128642463173,30.276019041189347
8a110615d717fff,Санкт-Петербург,,,,,,,,,,,,,,,,1.0,,,,,,,59.91186417076474,30.26365357386149
8a110615d71ffff,Санкт-Петербург,,,,,,,,,,,,,,1.0,,,,,,,,,59.91264579058479,30.26521176060439
8a110615d78ffff,Санкт-Петербург,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,3.0,,,,,59.911191965460034,30.267498567958132
8a110615d7b7fff,Санкт-Петербург,,3.0,,,,,,,,,,,,,,,,,,,,,59.909628766445365,30.264382248010403
8a110615da07fff,Санкт-Петербург,,,,,,,,,,,,,,,,1.0,,,,,,,59.92326642672487,30.252681342434283
8a110615da17fff,Санкт-Петербург,2.0,,,,,1.0,,,1.0,,,,,,,,,,,2.0,,,59.92214887936896,30.2530461195532
8a110615da1ffff,Санкт-Петербург,,2.0,,,,,,,,,,,,,,,,,,,,,59.922930630582734,30.25460437577832
8a110615da27fff,Санкт-Петербург,,3.0,,,,,,,,,,,,,,,,,,,,,59.92360218862349,30.250758305978295
8a110615da4ffff,Санкт-Петербург,,,1.0,,,,,,,,,,,,,,,,,,,,59.92672923656647,30.25699180209927
8a110615da67fff,Санкт-Петербург,,2.0,,,,,,,,,,,,,,,,,,,,,59.92628326845136,30.253510087102427
8a110615db07fff,Санкт-Петербург,,2.0,,,,,,,,,,,,,,,,,,,,,59.92315611316113,30.24727717497386
8a110615db27fff,Санкт-Петербург,,4.0,,,,,,2.0,,,,,,,,1.0,1.0,,,,2.0,,59.92349178927584,30.24535418724243
8a110615db37fff,Санкт-Петербург,,,,,,,,,,,,,,,,,,2.0,,,,,59.92237430051696,30.245719174584373
8a110615dc07fff,Санкт-Петербург,,,,,,,,,,3.0,,,,,,,,,,,,,59.9099712040312,30.244330594383744
8a110615dc17fff,Санкт-Петербург,,,,,,,,,,,,,,,,1.0,,,,2.0,,,59.90885364694629,30.244695470921062
8a110615dc1ffff,Санкт-Петербург,,,,2.0,,,,,,,,,,,,,,,,2.0,,,59.909635410386215,30.24625283726961
8a110615dc87fff,Санкт-Петербург,,,,,,,,,,,,1.0,,,,,,,,,,,59.9074002531792,30.24698245247485
8a110615dcaffff,Санкт-Петербург,,,,,,,,,,,,,,,,,2.0,,,,1.0,,59.90851783636248,30.24661765582122
8a110615dcd7fff,Санкт-Петербург,,,,,,,,,,,,,5.0,,,,,,2.0,,,,59.9089637204107,30.250097313752292
8a110615dceffff,Санкт-Петербург,,,,,,,,,,,,,1.0,,,1.0,,,,,,,59.91119890872962,30.249367842914054
8a110615dcf7fff,Санкт-Петербург,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,59.90929958251292,30.248175077060555
8a110615dd9ffff,Санкт-Петербург,,,1.0,,,,,,,,,,,1.0,1.0,,,,,2.0,,,59.90695431553228,30.243503086262404
8a110615e01ffff,Санкт-Петербург,,,,2.0,,,,,2.0,2.0,,,2.0,,,,,,,,,,59.87833987830633,30.25645948563401
8a110615e037fff,Санкт-Петербург,,10.0,,,,,,,,,,,,,,,,,,,,,59.87789458329031,30.252982563353623
8a110615e087fff,Санкт-Петербург,,,,,,,,,,,,,,,,,,1.0,,,,,59.87610420885493,30.25718787607309
8a110615e08ffff,Санкт-Петербург,,,,,,,,,,,,,1.0,,,,,,,,,,59.876885729271216,30.258744251318557
8a110615e097fff,Санкт-Петербург,,,,,,,,,1.0,,,,,1.0,,,,,,2.0,,,59.87498636042767,30.257552038529013
8a110615e09ffff,Санкт-Петербург,,,,,,,,,2.0,,,,2.0,,,,,,,,,,59.8757678730542,30.25910837772673
8a110615e0a7fff,Санкт-Петербург,,,,,,1.0,,,,,,,,,,,,,,,,,59.8764405104524,30.25526737130555
8a110615e0affff,Санкт-Петербург,,,,,,,,3.0,,,,,,1.0,,1.0,,,2.0,,,,59.87722204814811,30.256823691775377
8a110615e0c7fff,Санкт-Петербург,,,,,3.0,,,,,1.0,,,1.0,3.0,1.0,,,,,,,,59.878785095066775,30.259936605195133
8a110615e0cffff,Санкт-Петербург,,,,,,2.0,,,1.0,,,,,,,,,,,,2.0,,59.87956660428477,30.26149319815632
8a110615e0d7fff,Санкт-Петербург,,,,,,,,4.0,,5.0,1.0,,1.0,,1.0,,,,,,,,59.87766724019564,30.260300717389125
8a110615e0dffff,Санкт-Петербург,,,,,,2.0,2.0,,2.0,,,,,,,,,,,,1.0,,59.87844874162576,30.261857274290428
8a110615e0e7fff,Санкт-Петербург,,,,2.0,2.0,,,1.0,1.0,2.0,,,,,1.0,1.0,,,,,,,59.8791214143009,30.2580159329792
8a110615e0effff,Санкт-Петербург,,,,,3.0,1.0,,,,,,,2.0,2.0,,,,,1.0,,,,59.87990294080217,30.259572471160222
8a110615e11ffff,Санкт-Петербург,,2.0,,,,,,,,,,,,,,,,,,,,,59.87823079955679,30.25106199448359
8a110615e137fff,Санкт-Петербург,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,59.87778537482173,30.24758532118271
8a110615e15ffff,Санкт-Петербург,,,,,,,,,,,,,1.0,,,,,,,,,,59.88091174511032,30.253810271469312
